SCORE	PATH	ISSUES
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0074.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0075.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0076.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0077.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0078.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0079.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0080.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0081.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0082.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0083.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0084.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0085.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0086.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0087.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0088.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0089.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0090.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0091.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0092.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0093.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0094.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0095.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0096.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0097.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0098.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0099.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0100.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0101.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0102.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0103.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0104.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0105.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0106.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0107.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0108.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0109.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0110.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0111.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0112.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0113.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0114.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0115.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0116.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0117.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0118.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0119.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0120.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0121.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0122.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0123.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0124.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0125.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0126.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0127.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0128.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0129.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0130.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0131.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0132.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0133.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0134.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0135.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0136.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0137.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0138.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0139.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0140.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0141.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0142.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0143.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0144.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0145.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0146.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0147.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0148.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0149.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0150.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0151.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0152.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0153.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0154.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0155.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0156.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0157.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0158.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\culturax_0159.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0000.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0001.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0002.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0003.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0004.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0005.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0006.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0007.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0008.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0009.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0010.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0011.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0012.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0013.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0014.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0015.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0016.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0017.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0018.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0019.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0020.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0021.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0022.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0023.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0024.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0025.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0026.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0027.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0028.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0029.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0030.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0031.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0032.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0033.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0034.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0035.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0036.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0037.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0038.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0039.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0040.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0041.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0042.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0043.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0044.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0045.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0046.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0047.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0048.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0049.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0050.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0051.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0052.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0053.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0054.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0055.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0056.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0057.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0058.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0059.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0060.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0061.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0062.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0063.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0064.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0065.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0066.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0067.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0068.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0069.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0070.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0071.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0072.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0073.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0074.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0075.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0076.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0077.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0078.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0079.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0080.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0081.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0082.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0083.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0084.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0085.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0086.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0087.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0088.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0089.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0090.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0091.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0092.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0093.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0094.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0095.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0096.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0097.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0098.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0099.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0100.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0101.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0102.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0103.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0104.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0105.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0106.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0107.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0108.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0109.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0110.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0111.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0112.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0113.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0114.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0115.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0116.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0117.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0118.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0119.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0120.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0121.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0122.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0123.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0124.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0125.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0126.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0127.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0128.txt"	["Encoding quebrado"]
